Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Arab,ONS 2011 18+1,England,Country,E92000001,9.6,%,21320,220985
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Arab,ONS 2011 18+1,England,Country,E92000001,11.3,%,24989,220985
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Arab,ONS 2011 18+1,England,Country,E92000001,12.3,%,27219,220985
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Arab,ONS 2011 18+1,England,Country,E92000001,10.8,%,23842,220985
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Arab,ONS 2011 18+1,England,Country,E92000001,10.8,%,23965,220985
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Arab,ONS 2011 18+1,England,Country,E92000001,10.1,%,22280,220985
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Arab,ONS 2011 18+1,England,Country,E92000001,9.7,%,21421,220985
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Arab,ONS 2011 18+1,England,Country,E92000001,9.8,%,21750,220985
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Arab,ONS 2011 18+1,England,Country,E92000001,8.1,%,17826,220985
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Arab,ONS 2011 18+1,England,Country,E92000001,9.6,%,21109,220985
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Arab,ONS 2011 18+1,England,Country,E92000001,8.2,%,18110,220985
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Arab,ONS 2011 18+1,England,Country,E92000001,10.6,%,23463,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Arab,ONS 2011 18+1,England,Country,E92000001,17.1,%,37752,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Arab,ONS 2011 18+1,England,Country,E92000001,15.1,%,33409,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Arab,ONS 2011 18+1,England,Country,E92000001,14.2,%,31275,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Arab,ONS 2011 18+1,England,Country,E92000001,12.5,%,27727,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Arab,ONS 2011 18+1,England,Country,E92000001,11.5,%,25400,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Arab,ONS 2011 18+1,England,Country,E92000001,9.1,%,20143,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Arab,ONS 2011 18+1,England,Country,E92000001,7.9,%,17496,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Arab,ONS 2011 18+1,England,Country,E92000001,6,%,13161,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Arab,ONS 2011 18+1,England,Country,E92000001,3.9,%,8700,220985
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Arab,ONS 2011 18+1,England,Country,E92000001,2.7,%,5922,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Arab,ONS 2011 18+1,England,Country,E92000001,21.9,%,48438,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Arab,ONS 2011 18+1,England,Country,E92000001,17.5,%,38675,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Arab,ONS 2011 18+1,England,Country,E92000001,14,%,30949,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Arab,ONS 2011 18+1,England,Country,E92000001,13.1,%,28893,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Arab,ONS 2011 18+1,England,Country,E92000001,10,%,22164,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Arab,ONS 2011 18+1,England,Country,E92000001,7.5,%,16517,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Arab,ONS 2011 18+1,England,Country,E92000001,5.4,%,11824,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Arab,ONS 2011 18+1,England,Country,E92000001,4.3,%,9526,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Arab,ONS 2011 18+1,England,Country,E92000001,3.7,%,8221,220985
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Arab,ONS 2011 18+1,England,Country,E92000001,2.6,%,5778,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Arab,ONS 2011 18+1,England,Country,E92000001,17.2,%,37924,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Arab,ONS 2011 18+1,England,Country,E92000001,19.3,%,42705,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Arab,ONS 2011 18+1,England,Country,E92000001,17.6,%,38911,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Arab,ONS 2011 18+1,England,Country,E92000001,13.8,%,30437,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Arab,ONS 2011 18+1,England,Country,E92000001,10.5,%,23253,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Arab,ONS 2011 18+1,England,Country,E92000001,7.3,%,16109,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Arab,ONS 2011 18+1,England,Country,E92000001,4.9,%,10718,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Arab,ONS 2011 18+1,England,Country,E92000001,3.4,%,7555,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Arab,ONS 2011 18+1,England,Country,E92000001,3.4,%,7421,220985
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Arab,ONS 2011 18+1,England,Country,E92000001,2.7,%,5952,220985
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,15.7,%,649079,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,15.1,%,627637,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Asian,ONS 2011 5+1,England,Country,E92000001,14.7,%,608410,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Asian,ONS 2011 5+1,England,Country,E92000001,12.5,%,519741,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Asian,ONS 2011 5+1,England,Country,E92000001,10,%,415540,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Asian,ONS 2011 5+1,England,Country,E92000001,8.7,%,362408,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Asian,ONS 2011 5+1,England,Country,E92000001,7,%,288580,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Asian,ONS 2011 5+1,England,Country,E92000001,5.9,%,245261,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Asian,ONS 2011 5+1,England,Country,E92000001,5.3,%,219193,4143403
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Asian,ONS 2011 5+1,England,Country,E92000001,5,%,207554,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,17.4,%,720747,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,15.3,%,634742,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Asian,ONS 2011 5+1,England,Country,E92000001,13.6,%,561530,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Asian,ONS 2011 5+1,England,Country,E92000001,13.1,%,542325,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Asian,ONS 2011 5+1,England,Country,E92000001,10.5,%,436636,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Asian,ONS 2011 5+1,England,Country,E92000001,8.2,%,340891,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Asian,ONS 2011 5+1,England,Country,E92000001,6.3,%,260450,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Asian,ONS 2011 5+1,England,Country,E92000001,5.1,%,210070,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Asian,ONS 2011 5+1,England,Country,E92000001,4.6,%,189892,4143403
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Asian,ONS 2011 5+1,England,Country,E92000001,5.9,%,246120,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,11.4,%,470382,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,13.8,%,570961,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Asian,ONS 2011 5+1,England,Country,E92000001,12.2,%,504798,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Asian,ONS 2011 5+1,England,Country,E92000001,11.6,%,482383,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Asian,ONS 2011 5+1,England,Country,E92000001,11.4,%,470369,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Asian,ONS 2011 5+1,England,Country,E92000001,10,%,415197,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Asian,ONS 2011 5+1,England,Country,E92000001,8.5,%,353457,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Asian,ONS 2011 5+1,England,Country,E92000001,6.9,%,283881,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Asian,ONS 2011 5+1,England,Country,E92000001,6.6,%,272628,4143403
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Asian,ONS 2011 5+1,England,Country,E92000001,7.7,%,319347,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,13.5,%,560122,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,12,%,495469,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Asian,ONS 2011 5+1,England,Country,E92000001,10.4,%,431661,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Asian,ONS 2011 5+1,England,Country,E92000001,10.3,%,428658,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Asian,ONS 2011 5+1,England,Country,E92000001,10.3,%,424744,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Asian,ONS 2011 5+1,England,Country,E92000001,10.1,%,419962,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Asian,ONS 2011 5+1,England,Country,E92000001,9.2,%,383188,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Asian,ONS 2011 5+1,England,Country,E92000001,8,%,333073,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Asian,ONS 2011 5+1,England,Country,E92000001,7.7,%,320929,4143403
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Asian,ONS 2011 5+1,England,Country,E92000001,8.3,%,345597,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,9.6,%,399218,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,12.8,%,531574,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Asian,ONS 2011 5+1,England,Country,E92000001,12.6,%,523679,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Asian,ONS 2011 5+1,England,Country,E92000001,10.8,%,447439,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Asian,ONS 2011 5+1,England,Country,E92000001,10.1,%,416837,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Asian,ONS 2011 5+1,England,Country,E92000001,9.8,%,406739,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Asian,ONS 2011 5+1,England,Country,E92000001,8.6,%,356240,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Asian,ONS 2011 5+1,England,Country,E92000001,9,%,372161,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Asian,ONS 2011 5+1,England,Country,E92000001,7.8,%,324287,4143403
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Asian,ONS 2011 5+1,England,Country,E92000001,8.8,%,365229,4143403
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Asian,ONS 2011 5+1,England,Country,E92000001,14.7,%,610634,4143403
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Asian,ONS 2011 5+1,England,Country,E92000001,14.7,%,610068,4143403
